rank,word,part_of_speech,meaning,sentence_example_polish,english_translation,source_reference
1430,nauczyć,,,,,https://en.wiktionary.org/wiki/nauczy%C4%87
1431,znamy,verb,,,,https://en.wiktionary.org/wiki/znamy
1432,historię,,,,,https://en.wiktionary.org/wiki/histori%C4%99
1433,telefonu,noun,,,,https://en.wiktionary.org/wiki/telefonu
1434,więzieniu,,,,,https://en.wiktionary.org/wiki/wi%C4%99zieniu
1435,wcześnie,,,,,https://en.wiktionary.org/wiki/wcze%C5%9Bnie
1436,jakiej,pronoun,,,,https://en.wiktionary.org/wiki/jakiej
1437,metrów,,,,,https://en.wiktionary.org/wiki/metr%C3%B3w
1438,jedzie,verb,,,,https://en.wiktionary.org/wiki/jedzie
1439,związku,,,,,https://en.wiktionary.org/wiki/zwi%C4%85zku
1440,wyglądam,,,,,https://en.wiktionary.org/wiki/wygl%C4%85dam
1441,danny,,,,,https://en.wiktionary.org/wiki/danny
1442,ostatniej,adjective,,,,https://en.wiktionary.org/wiki/ostatniej
1443,potrzebował,,,,,https://en.wiktionary.org/wiki/potrzebowa%C5%82
1444,jim,,,,,https://en.wiktionary.org/wiki/jim
1445,początek,,,,,https://en.wiktionary.org/wiki/pocz%C4%85tek
1446,najlepszym,,,,,https://en.wiktionary.org/wiki/najlepszym
1447,zajęty,,,,,https://en.wiktionary.org/wiki/zaj%C4%99ty
1448,książkę,,,,,https://en.wiktionary.org/wiki/ksi%C4%85%C5%BCk%C4%99
1449,każda,,,,,https://en.wiktionary.org/wiki/ka%C5%BCda
1450,pierwszej,numeral,,,,https://en.wiktionary.org/wiki/pierwszej
1451,uczucie,noun,feeling,,,https://en.wiktionary.org/wiki/uczucie
1452,potrzebny,adjective,"needed, necessary",,,https://en.wiktionary.org/wiki/potrzebny
1453,henry,,,,,https://en.wiktionary.org/wiki/henry
1454,odłóż,,,,,https://en.wiktionary.org/wiki/od%C5%82%C3%B3%C5%BC
1455,bill,,,,,https://en.wiktionary.org/wiki/bill
1456,lekarza,noun,,,,https://en.wiktionary.org/wiki/lekarza
1457,wyjaśnić,,,,,https://en.wiktionary.org/wiki/wyja%C5%9Bni%C4%87
1458,tuż,,,,,https://en.wiktionary.org/wiki/tu%C5%BC
1459,oprócz,,,,,https://en.wiktionary.org/wiki/opr%C3%B3cz
1460,wśród,,,,,https://en.wiktionary.org/wiki/w%C5%9Br%C3%B3d
1461,wielką,,,,,https://en.wiktionary.org/wiki/wielk%C4%85
1462,przyszłości,,,,,https://en.wiktionary.org/wiki/przysz%C5%82o%C5%9Bci
1463,córkę,,,,,https://en.wiktionary.org/wiki/c%C3%B3rk%C4%99
1464,złapać,,,,,https://en.wiktionary.org/wiki/z%C5%82apa%C4%87
1465,samą,,,,,https://en.wiktionary.org/wiki/sam%C4%85
1466,ilu,pronoun,,,,https://en.wiktionary.org/wiki/ilu
1467,wojnę,,,,,https://en.wiktionary.org/wiki/wojn%C4%99
1468,miłego,,,,,https://en.wiktionary.org/wiki/mi%C5%82ego
1469,nieco,adverb,"somewhat, a little bit, a little, slightly",,,https://en.wiktionary.org/wiki/nieco
1470,straszne,adjective,,,,https://en.wiktionary.org/wiki/straszne
1471,żyją,,,,,https://en.wiktionary.org/wiki/%C5%BCyj%C4%85
1472,adres,noun,,,,https://en.wiktionary.org/wiki/adres
1473,druga,noun,two o'clock,,,https://en.wiktionary.org/wiki/druga
1474,gości,,,,,https://en.wiktionary.org/wiki/go%C5%9Bci
1475,siedzieć,,,,,https://en.wiktionary.org/wiki/siedzie%C4%87
1476,zdobyć,,,,,https://en.wiktionary.org/wiki/zdoby%C4%87
1477,kate,,,,,https://en.wiktionary.org/wiki/kate
1478,rząd,,,,,https://en.wiktionary.org/wiki/rz%C4%85d
1479,informacji,noun,,,,https://en.wiktionary.org/wiki/informacji
1480,kawy,noun,,,,https://en.wiktionary.org/wiki/kawy
1481,zdaje,verb,,,,https://en.wiktionary.org/wiki/zdaje
1482,idźcie,,,,,https://en.wiktionary.org/wiki/id%C5%BAcie
1483,łóżku,,,,,https://en.wiktionary.org/wiki/%C5%82%C3%B3%C5%BCku
1484,chłopaka,,,,,https://en.wiktionary.org/wiki/ch%C5%82opaka
1485,wyprawiasz,verb,,,,https://en.wiktionary.org/wiki/wyprawiasz
1486,przysługę,,,,,https://en.wiktionary.org/wiki/przys%C5%82ug%C4%99
1487,abyś,,,,,https://en.wiktionary.org/wiki/aby%C5%9B
1488,ruch,noun,,,,https://en.wiktionary.org/wiki/ruch
1489,damy,noun,,,,https://en.wiktionary.org/wiki/damy
1490,gratulacje,noun,congratulations,,,https://en.wiktionary.org/wiki/gratulacje
1491,zostanę,,,,,https://en.wiktionary.org/wiki/zostan%C4%99
1492,gliny,noun,,,,https://en.wiktionary.org/wiki/gliny
1493,biurze,noun,,,,https://en.wiktionary.org/wiki/biurze
1494,prawdziwa,adjective,,,,https://en.wiktionary.org/wiki/prawdziwa
1495,zabij,verb,,,,https://en.wiktionary.org/wiki/zabij
1496,sądzie,,,,,https://en.wiktionary.org/wiki/s%C4%85dzie
1497,zamierzasz,verb,,,,https://en.wiktionary.org/wiki/zamierzasz
1498,wierzyć,,,,,https://en.wiktionary.org/wiki/wierzy%C4%87
1499,zapomniałem,,,,,https://en.wiktionary.org/wiki/zapomnia%C5%82em
1500,matkę,,,,,https://en.wiktionary.org/wiki/matk%C4%99
1501,zostawił,,,,,https://en.wiktionary.org/wiki/zostawi%C5%82
1502,życiem,,,,,https://en.wiktionary.org/wiki/%C5%BCyciem
1503,swego,pronoun,,,,https://en.wiktionary.org/wiki/swego
1504,dziękujemy,,,,,https://en.wiktionary.org/wiki/dzi%C4%99kujemy
1505,info,noun,,,,https://en.wiktionary.org/wiki/info
1506,znalazłeś,,,,,https://en.wiktionary.org/wiki/znalaz%C5%82e%C5%9B
1507,stał,,,,,https://en.wiktionary.org/wiki/sta%C5%82
1508,wyjścia,,,,,https://en.wiktionary.org/wiki/wyj%C5%9Bcia
1509,ciąży,,,,,https://en.wiktionary.org/wiki/ci%C4%85%C5%BCy
1510,osiem,numeral,eight,,,https://en.wiktionary.org/wiki/osiem
1511,pracował,,,,,https://en.wiktionary.org/wiki/pracowa%C5%82
1512,chwilkę,,,,,https://en.wiktionary.org/wiki/chwilk%C4%99
1513,byśmy,,,,,https://en.wiktionary.org/wiki/by%C5%9Bmy
1514,zimno,adverb,cold,,,https://en.wiktionary.org/wiki/zimno
1515,raport,noun,report,,,https://en.wiktionary.org/wiki/raport
1516,leży,,,,,https://en.wiktionary.org/wiki/le%C5%BCy
1517,godzina,noun,hour,,,https://en.wiktionary.org/wiki/godzina
1518,kończy,,,,,https://en.wiktionary.org/wiki/ko%C5%84czy
1519,wyjdzie,verb,,,,https://en.wiktionary.org/wiki/wyjdzie
1520,wodę,,,,,https://en.wiktionary.org/wiki/wod%C4%99
1521,imieniu,noun,,,,https://en.wiktionary.org/wiki/imieniu
1522,użyć,,,,,https://en.wiktionary.org/wiki/u%C5%BCy%C4%87
1523,weekend,noun,,,,https://en.wiktionary.org/wiki/weekend
1524,nasi,noun,,,,https://en.wiktionary.org/wiki/nasi
1525,kontakt,noun,contact,,,https://en.wiktionary.org/wiki/kontakt
1526,san,,,,,https://en.wiktionary.org/wiki/san
1527,kości,,,,,https://en.wiktionary.org/wiki/ko%C5%9Bci
1528,pobliżu,,,,,https://en.wiktionary.org/wiki/pobli%C5%BCu
1529,zostaniesz,verb,,,,https://en.wiktionary.org/wiki/zostaniesz
1530,nick,noun,nickname,,,https://en.wiktionary.org/wiki/nick
1531,chronić,,,,,https://en.wiktionary.org/wiki/chroni%C4%87
1532,ray,,,,,https://en.wiktionary.org/wiki/ray
1533,błagam,,,,,https://en.wiktionary.org/wiki/b%C5%82agam
1534,świetna,,,,,https://en.wiktionary.org/wiki/%C5%9Bwietna
1535,zostałem,,,,,https://en.wiktionary.org/wiki/zosta%C5%82em
1536,najwyraźniej,,,,,https://en.wiktionary.org/wiki/najwyra%C5%BAniej
1537,codziennie,adverb,daily,,,https://en.wiktionary.org/wiki/codziennie
1538,poczekać,,,,,https://en.wiktionary.org/wiki/poczeka%C4%87
1539,telewizji,noun,,,,https://en.wiktionary.org/wiki/telewizji
1540,usiąść,,,,,https://en.wiktionary.org/wiki/usi%C4%85%C5%9B%C4%87
1541,morderstwo,noun,murder,,,https://en.wiktionary.org/wiki/morderstwo
1542,zabrał,,,,,https://en.wiktionary.org/wiki/zabra%C5%82
1543,chętnie,,,,,https://en.wiktionary.org/wiki/ch%C4%99tnie
1544,pieprzyć,,,,,https://en.wiktionary.org/wiki/pieprzy%C4%87
1545,angeles,,,,,https://en.wiktionary.org/wiki/angeles
1546,szuka,verb,,,,https://en.wiktionary.org/wiki/szuka
1547,zabiłem,,,,,https://en.wiktionary.org/wiki/zabi%C5%82em
1548,okno,noun,window,,,https://en.wiktionary.org/wiki/okno
1549,różne,,,,,https://en.wiktionary.org/wiki/r%C3%B3%C5%BCne
1550,problemu,noun,,,,https://en.wiktionary.org/wiki/problemu
1551,własną,,,,,https://en.wiktionary.org/wiki/w%C5%82asn%C4%85
1552,podać,,,,,https://en.wiktionary.org/wiki/poda%C4%87
1553,założę,,,,,https://en.wiktionary.org/wiki/za%C5%82o%C5%BC%C4%99
1554,podróż,,,,,https://en.wiktionary.org/wiki/podr%C3%B3%C5%BC
1555,dałem,,,,,https://en.wiktionary.org/wiki/da%C5%82em
1556,boską,,,,,https://en.wiktionary.org/wiki/bosk%C4%85
1557,kolej,noun,"rail, railway",,,https://en.wiktionary.org/wiki/kolej
1558,laboratorium,noun,laboratory,,,https://en.wiktionary.org/wiki/laboratorium
1559,cudownie,adverb,wonderfully,,,https://en.wiktionary.org/wiki/cudownie
1560,powiedzenia,noun,,,,https://en.wiktionary.org/wiki/powiedzenia
1561,mieszkanie,noun,"apartment, flat",,,https://en.wiktionary.org/wiki/mieszkanie
1562,rozumie,noun,,,,https://en.wiktionary.org/wiki/rozumie
1563,urodziny,noun,birthday,,,https://en.wiktionary.org/wiki/urodziny
1564,ochotę,,,,,https://en.wiktionary.org/wiki/ochot%C4%99
1565,zapomnieć,,,,,https://en.wiktionary.org/wiki/zapomnie%C4%87
1566,zespół,,,,,https://en.wiktionary.org/wiki/zesp%C3%B3%C5%82
1567,billy,,,,,https://en.wiktionary.org/wiki/billy
1568,króla,,,,,https://en.wiktionary.org/wiki/kr%C3%B3la
1569,wrócisz,,,,,https://en.wiktionary.org/wiki/wr%C3%B3cisz
1570,wizja,noun,vision,,,https://en.wiktionary.org/wiki/wizja
1571,przynieś,,,,,https://en.wiktionary.org/wiki/przynie%C5%9B
1572,pierwszą,,,,,https://en.wiktionary.org/wiki/pierwsz%C4%85
1573,spójrzcie,,,,,https://en.wiktionary.org/wiki/sp%C3%B3jrzcie
1574,święta,,,,,https://en.wiktionary.org/wiki/%C5%9Bwi%C4%99ta
1575,badania,noun,,,,https://en.wiktionary.org/wiki/badania
1576,zobaczmy,verb,,,,https://en.wiktionary.org/wiki/zobaczmy
1577,świetne,,,,,https://en.wiktionary.org/wiki/%C5%9Bwietne
1578,wóz,,,,,https://en.wiktionary.org/wiki/w%C3%B3z
1579,USA,,,,,https://en.wiktionary.org/wiki/USA
1580,dolców,,,,,https://en.wiktionary.org/wiki/dolc%C3%B3w
1581,wrażenie,,,,,https://en.wiktionary.org/wiki/wra%C5%BCenie
1582,głowa,,,,,https://en.wiktionary.org/wiki/g%C5%82owa
1583,ślady,,,,,https://en.wiktionary.org/wiki/%C5%9Blady
1584,siostry,noun,,,,https://en.wiktionary.org/wiki/siostry
1585,dawna,adjective,,,,https://en.wiktionary.org/wiki/dawna
1586,dumny,adjective,proud,,,https://en.wiktionary.org/wiki/dumny
1587,widzicie,verb,,,,https://en.wiktionary.org/wiki/widzicie
1588,Johnny,,,,,https://en.wiktionary.org/wiki/Johnny
1589,komu,pronoun,,,,https://en.wiktionary.org/wiki/komu
1590,will,noun,,,,https://en.wiktionary.org/wiki/will
1591,najlepszego,adjective,,,,https://en.wiktionary.org/wiki/najlepszego
1592,lecieć,,,,,https://en.wiktionary.org/wiki/lecie%C4%87
1593,wysoki,adjective,tall; high,,,https://en.wiktionary.org/wiki/wysoki
1594,przestańcie,,,,,https://en.wiktionary.org/wiki/przesta%C5%84cie
1595,Chris,,,,,https://en.wiktionary.org/wiki/Chris
1596,linii,noun,,,,https://en.wiktionary.org/wiki/linii
1597,niewiele,adverb,"not much, a little",,,https://en.wiktionary.org/wiki/niewiele
1598,bobby,,,,,https://en.wiktionary.org/wiki/bobby
1599,mogłabym,,,,,https://en.wiktionary.org/wiki/mog%C5%82abym
1600,latach,noun,,,,https://en.wiktionary.org/wiki/latach
1601,umiesz,verb,,,,https://en.wiktionary.org/wiki/umiesz
1602,fakt,noun,fact,,,https://en.wiktionary.org/wiki/fakt
1603,wyszedł,,,,,https://en.wiktionary.org/wiki/wyszed%C5%82
1604,śniadanie,,,,,https://en.wiktionary.org/wiki/%C5%9Bniadanie
1605,poruczniku,noun,,,,https://en.wiktionary.org/wiki/poruczniku
1606,jedzenia,noun,,,,https://en.wiktionary.org/wiki/jedzenia
1607,mogłabyś,,,,,https://en.wiktionary.org/wiki/mog%C5%82aby%C5%9B
1608,odbiór,,,,,https://en.wiktionary.org/wiki/odbi%C3%B3r
1609,liczy,verb,,,,https://en.wiktionary.org/wiki/liczy
1610,bliżej,,,,,https://en.wiktionary.org/wiki/bli%C5%BCej
1611,odebrać,,,,,https://en.wiktionary.org/wiki/odebra%C4%87
1612,innymi,pronoun,,,,https://en.wiktionary.org/wiki/innymi
1613,wynoś,,,,,https://en.wiktionary.org/wiki/wyno%C5%9B
1614,przeciw,preposition,against,,,https://en.wiktionary.org/wiki/przeciw
1615,karty,noun,,,,https://en.wiktionary.org/wiki/karty
1616,eddie,,,,,https://en.wiktionary.org/wiki/eddie
1617,oddać,,,,,https://en.wiktionary.org/wiki/odda%C4%87
1618,mistrzu,noun,,,,https://en.wiktionary.org/wiki/mistrzu
1619,zróbmy,,,,,https://en.wiktionary.org/wiki/zr%C3%B3bmy
1620,wydostać,,,,,https://en.wiktionary.org/wiki/wydosta%C4%87
1621,znalazłam,,,,,https://en.wiktionary.org/wiki/znalaz%C5%82am
1622,spojrzeć,,,,,https://en.wiktionary.org/wiki/spojrze%C4%87
1623,znaleźli,,,,,https://en.wiktionary.org/wiki/znale%C5%BAli
1624,szukasz,verb,,,,https://en.wiktionary.org/wiki/szukasz
1625,dave,,,,,https://en.wiktionary.org/wiki/dave
1626,szczęścia,,,,,https://en.wiktionary.org/wiki/szcz%C4%99%C5%9Bcia
1627,pański,,,,,https://en.wiktionary.org/wiki/pa%C5%84ski
1628,czekam,verb,,,,https://en.wiktionary.org/wiki/czekam
1629,pistolet,noun,"gun, pistol",,,https://en.wiktionary.org/wiki/pistolet
1630,synem,noun,,,,https://en.wiktionary.org/wiki/synem
1631,wiary,noun,,,,https://en.wiktionary.org/wiki/wiary
1632,opuścić,,,,,https://en.wiktionary.org/wiki/opu%C5%9Bci%C4%87
1633,obraz,noun,image,,,https://en.wiktionary.org/wiki/obraz
1634,straciłem,,,,,https://en.wiktionary.org/wiki/straci%C5%82em
1635,lekarz,noun,"doctor; physician, medical doctor",,,https://en.wiktionary.org/wiki/lekarz
1636,dostanę,,,,,https://en.wiktionary.org/wiki/dostan%C4%99
1637,wziął,,,,,https://en.wiktionary.org/wiki/wzi%C4%85%C5%82
1638,zgadzam,verb,,,,https://en.wiktionary.org/wiki/zgadzam
1639,zaufaj,verb,,,,https://en.wiktionary.org/wiki/zaufaj
1640,chodzić,,,,,https://en.wiktionary.org/wiki/chodzi%C4%87
1641,szczęśliwa,,,,,https://en.wiktionary.org/wiki/szcz%C4%99%C5%9Bliwa
1642,miałbym,,,,,https://en.wiktionary.org/wiki/mia%C5%82bym
1643,mówiłaś,,,,,https://en.wiktionary.org/wiki/m%C3%B3wi%C5%82a%C5%9B
1644,możliwości,,,,,https://en.wiktionary.org/wiki/mo%C5%BCliwo%C5%9Bci
1645,przyjemność,,,,,https://en.wiktionary.org/wiki/przyjemno%C5%9B%C4%87
1646,wow,interjection,,,,https://en.wiktionary.org/wiki/wow
1647,rana,noun,wound,,,https://en.wiktionary.org/wiki/rana
1648,przyznać,,,,,https://en.wiktionary.org/wiki/przyzna%C4%87
1649,każdą,,,,,https://en.wiktionary.org/wiki/ka%C5%BCd%C4%85
1650,dala,adverb,,,,https://en.wiktionary.org/wiki/dala
1651,wybaczyć,,,,,https://en.wiktionary.org/wiki/wybaczy%C4%87
1652,siedzi,verb,,,,https://en.wiktionary.org/wiki/siedzi
1653,ofiary,noun,,,,https://en.wiktionary.org/wiki/ofiary
1654,słońce,,,,,https://en.wiktionary.org/wiki/s%C5%82o%C5%84ce
1655,sytuacja,noun,situation,,,https://en.wiktionary.org/wiki/sytuacja
1656,twierdzi,verb,,,,https://en.wiktionary.org/wiki/twierdzi
1657,dowody,noun,,,,https://en.wiktionary.org/wiki/dowody
1658,wyjście,,,,,https://en.wiktionary.org/wiki/wyj%C5%9Bcie
1659,przede,preposition,,,,https://en.wiktionary.org/wiki/przede
1660,chciałby,,,,,https://en.wiktionary.org/wiki/chcia%C5%82by
1661,faceci,noun,,,,https://en.wiktionary.org/wiki/faceci
1662,otwarte,adjective,,,,https://en.wiktionary.org/wiki/otwarte
1663,yeah,,,,,https://en.wiktionary.org/wiki/yeah
1664,zapłacić,,,,,https://en.wiktionary.org/wiki/zap%C5%82aci%C4%87
1665,młoda,,,,,https://en.wiktionary.org/wiki/m%C5%82oda
1666,czarny,adjective,black,,,https://en.wiktionary.org/wiki/czarny
1667,tysiące,,,,,https://en.wiktionary.org/wiki/tysi%C4%85ce
1668,spodoba,verb,,,,https://en.wiktionary.org/wiki/spodoba
1669,ładna,,,,,https://en.wiktionary.org/wiki/%C5%82adna
1670,zwłaszcza,,,,,https://en.wiktionary.org/wiki/zw%C5%82aszcza
1671,de,noun,"ass, arse, butt",,,https://en.wiktionary.org/wiki/de
1672,obaj,numeral,,,,https://en.wiktionary.org/wiki/obaj
1673,zgodnie,adverb,"agreeably, harmoniously, concordantly, unanimously",,,https://en.wiktionary.org/wiki/zgodnie
1674,brać,,,,,https://en.wiktionary.org/wiki/bra%C4%87
1675,zeszłym,,,,,https://en.wiktionary.org/wiki/zesz%C5%82ym
1676,udział,,,,,https://en.wiktionary.org/wiki/udzia%C5%82
1677,mecz,noun,,,,https://en.wiktionary.org/wiki/mecz
1678,zostaje,verb,,,,https://en.wiktionary.org/wiki/zostaje
1679,kuchni,noun,,,,https://en.wiktionary.org/wiki/kuchni
1680,nowych,adjective,,,,https://en.wiktionary.org/wiki/nowych
1681,zabawy,noun,,,,https://en.wiktionary.org/wiki/zabawy
1682,dostanie,noun,,,,https://en.wiktionary.org/wiki/dostanie
1683,banku,noun,.,,,https://en.wiktionary.org/wiki/banku
1684,subedit,,,,,https://en.wiktionary.org/wiki/subedit
1685,trzyma,verb,,,,https://en.wiktionary.org/wiki/trzyma
1686,jane,,,,,https://en.wiktionary.org/wiki/jane
1687,jasna,adjective,,,,https://en.wiktionary.org/wiki/jasna
1688,mężczyzn,,,,,https://en.wiktionary.org/wiki/m%C4%99%C5%BCczyzn
1689,zgoda,noun,"consent, agreement",,,https://en.wiktionary.org/wiki/zgoda
1690,drugim,numeral,,,,https://en.wiktionary.org/wiki/drugim
1691,nikim,pronoun,,,,https://en.wiktionary.org/wiki/nikim
1692,kochać,,,,,https://en.wiktionary.org/wiki/kocha%C4%87
1693,juz,noun,printing telegraph,,,https://en.wiktionary.org/wiki/juz
1694,mówimy,,,,,https://en.wiktionary.org/wiki/m%C3%B3wimy
1695,nr,noun,,,,https://en.wiktionary.org/wiki/nr
1696,dwoje,numeral,two,,,https://en.wiktionary.org/wiki/dwoje
1697,córki,,,,,https://en.wiktionary.org/wiki/c%C3%B3rki
1698,pozbyć,,,,,https://en.wiktionary.org/wiki/pozby%C4%87
1699,małego,,,,,https://en.wiktionary.org/wiki/ma%C5%82ego
1700,stare,adjective,,,,https://en.wiktionary.org/wiki/stare
1701,krok,noun,step,,,https://en.wiktionary.org/wiki/krok
1702,kasę,,,,,https://en.wiktionary.org/wiki/kas%C4%99
1703,pierwszego,numeral,,,,https://en.wiktionary.org/wiki/pierwszego
1704,dna,noun,gout,,,https://en.wiktionary.org/wiki/dna
1705,żegnaj,,,,,https://en.wiktionary.org/wiki/%C5%BCegnaj
1706,umiem,verb,,,,https://en.wiktionary.org/wiki/umiem
1707,kod,noun,code,,,https://en.wiktionary.org/wiki/kod
1708,dzwonił,,,,,https://en.wiktionary.org/wiki/dzwoni%C5%82
1709,lee,,,,,https://en.wiktionary.org/wiki/lee
1710,zabawa,noun,"fun, amusement; game",,,https://en.wiktionary.org/wiki/zabawa
1711,dziwnie,adverb,strangely,,,https://en.wiktionary.org/wiki/dziwnie
1712,przychodzi,verb,,,,https://en.wiktionary.org/wiki/przychodzi
1713,szefem,noun,,,,https://en.wiktionary.org/wiki/szefem
1714,uciekać,,,,,https://en.wiktionary.org/wiki/ucieka%C4%87
1715,listy,noun,,,,https://en.wiktionary.org/wiki/listy
1716,bank,noun,,,,https://en.wiktionary.org/wiki/bank
1717,wyjdź,,,,,https://en.wiktionary.org/wiki/wyjd%C5%BA
1718,biuro,noun,"office, agency",,,https://en.wiktionary.org/wiki/biuro
1719,zacznie,verb,,,,https://en.wiktionary.org/wiki/zacznie
1720,myślałeś,,,,,https://en.wiktionary.org/wiki/my%C5%9Bla%C5%82e%C5%9B
1721,wobec,preposition,"regarding, concerning, vis-à-vis, in relation to; in face of",,,https://en.wiktionary.org/wiki/wobec
1722,głodny,,,,,https://en.wiktionary.org/wiki/g%C5%82odny
1723,niebezpieczne,,,,,https://en.wiktionary.org/wiki/niebezpieczne
1724,rodziną,,,,,https://en.wiktionary.org/wiki/rodzin%C4%85
1725,moimi,pronoun,,,,https://en.wiktionary.org/wiki/moimi
1726,okej,adjective,OK,,,https://en.wiktionary.org/wiki/okej
1727,akcji,noun,,,,https://en.wiktionary.org/wiki/akcji
1728,panna,noun,unmarried woman,,,https://en.wiktionary.org/wiki/panna
1729,pobrane,,,,,https://en.wiktionary.org/wiki/pobrane
1730,teren,noun,"terrain, land, turf",,,https://en.wiktionary.org/wiki/teren
1731,towar,noun,"merchandise, commodity, goods",,,https://en.wiktionary.org/wiki/towar
1732,rozkazy,noun,,,,https://en.wiktionary.org/wiki/rozkazy
1733,kazał,,,,,https://en.wiktionary.org/wiki/kaza%C5%82
1734,łódź,,,,,https://en.wiktionary.org/wiki/%C5%82%C3%B3d%C5%BA
1735,Sarah,,,,,https://en.wiktionary.org/wiki/Sarah
1736,głupia,,,,,https://en.wiktionary.org/wiki/g%C5%82upia
1737,Tommy,,,,,https://en.wiktionary.org/wiki/Tommy
1738,ostatnim,adjective,,,,https://en.wiktionary.org/wiki/ostatnim
1739,kolejne,adjective,,,,https://en.wiktionary.org/wiki/kolejne
1740,dziewczynka,noun,; little girl,,,https://en.wiktionary.org/wiki/dziewczynka
1741,dupy,noun,,,,https://en.wiktionary.org/wiki/dupy
1742,prezydenta,noun,,,,https://en.wiktionary.org/wiki/prezydenta
1743,powinni,verb,,,,https://en.wiktionary.org/wiki/powinni
1744,mózg,,,,,https://en.wiktionary.org/wiki/m%C3%B3zg
1745,powietrze,noun,air,,,https://en.wiktionary.org/wiki/powietrze
1746,naprawić,,,,,https://en.wiktionary.org/wiki/naprawi%C4%87
1747,umrze,verb,,,,https://en.wiktionary.org/wiki/umrze
1748,poziom,noun,level,,,https://en.wiktionary.org/wiki/poziom
1749,lunch,noun,,,,https://en.wiktionary.org/wiki/lunch
1750,ładne,,,,,https://en.wiktionary.org/wiki/%C5%82adne
1751,muzyka,noun,music,,,https://en.wiktionary.org/wiki/muzyka
1752,pierdol,verb,,,,https://en.wiktionary.org/wiki/pierdol
1753,inną,,,,,https://en.wiktionary.org/wiki/inn%C4%85
1754,biały,,,,,https://en.wiktionary.org/wiki/bia%C5%82y
1755,kierunku,noun,,,,https://en.wiktionary.org/wiki/kierunku
1756,akurat,particle,": just, exactly, precisely, to be exact, to be precise",,,https://en.wiktionary.org/wiki/akurat
1757,biorę,,,,,https://en.wiktionary.org/wiki/bior%C4%99
1758,wraca,verb,,,,https://en.wiktionary.org/wiki/wraca
1759,żart,,,,,https://en.wiktionary.org/wiki/%C5%BCart
1760,nazwiska,noun,,,,https://en.wiktionary.org/wiki/nazwiska
1761,poradzę,,,,,https://en.wiktionary.org/wiki/poradz%C4%99
1762,ataku,noun,,,,https://en.wiktionary.org/wiki/ataku
1763,wyglądają,,,,,https://en.wiktionary.org/wiki/wygl%C4%85daj%C4%85
1764,dotykaj,verb,,,,https://en.wiktionary.org/wiki/dotykaj
1765,zdrowie,noun,health,,,https://en.wiktionary.org/wiki/zdrowie
1766,zbrodni,noun,,,,https://en.wiktionary.org/wiki/zbrodni
1767,idą,,,,,https://en.wiktionary.org/wiki/id%C4%85
1768,Richard,,,,,https://en.wiktionary.org/wiki/Richard
1769,mil,,,,,https://en.wiktionary.org/wiki/mil
1770,słów,,,,,https://en.wiktionary.org/wiki/s%C5%82%C3%B3w
1771,szalony,adjective,"crazy, mad, insane",,,https://en.wiktionary.org/wiki/szalony
1772,rzeczywiście,,,,,https://en.wiktionary.org/wiki/rzeczywi%C5%9Bcie
1773,prawdy,noun,,,,https://en.wiktionary.org/wiki/prawdy
1774,niespodzianka,noun,surprise,,,https://en.wiktionary.org/wiki/niespodzianka
1775,rozmawiałem,,,,,https://en.wiktionary.org/wiki/rozmawia%C5%82em
1776,działać,,,,,https://en.wiktionary.org/wiki/dzia%C5%82a%C4%87
1777,km,,,,,https://en.wiktionary.org/wiki/km
1778,widok,noun,view,,,https://en.wiktionary.org/wiki/widok
1779,przodu,noun,,,,https://en.wiktionary.org/wiki/przodu
1780,szukamy,verb,,,,https://en.wiktionary.org/wiki/szukamy
1781,mężczyzną,,,,,https://en.wiktionary.org/wiki/m%C4%99%C5%BCczyzn%C4%85
1782,dobrej,adjective,,,,https://en.wiktionary.org/wiki/dobrej
1783,of,,,,,https://en.wiktionary.org/wiki/of
1784,dziękuje,,,,,https://en.wiktionary.org/wiki/dzi%C4%99kuje
1785,usta,noun,mouth,,,https://en.wiktionary.org/wiki/usta
1786,grę,,,,,https://en.wiktionary.org/wiki/gr%C4%99
1787,ostatnią,,,,,https://en.wiktionary.org/wiki/ostatni%C4%85
1788,wrócimy,,,,,https://en.wiktionary.org/wiki/wr%C3%B3cimy
1789,rodzinie,noun,,,,https://en.wiktionary.org/wiki/rodzinie
1790,ochrony,noun,,,,https://en.wiktionary.org/wiki/ochrony
1791,spadaj,verb,,,,https://en.wiktionary.org/wiki/spadaj
1792,daję,,,,,https://en.wiktionary.org/wiki/daj%C4%99
1793,wewnątrz,,,,,https://en.wiktionary.org/wiki/wewn%C4%85trz
1794,ej,interjection,,,,https://en.wiktionary.org/wiki/ej
1795,Claire,,,,,https://en.wiktionary.org/wiki/Claire
1796,pięciu,,,,,https://en.wiktionary.org/wiki/pi%C4%99ciu
1797,rozmawialiśmy,,,,,https://en.wiktionary.org/wiki/rozmawiali%C5%9Bmy
1798,pomożesz,,,,,https://en.wiktionary.org/wiki/pomo%C5%BCesz
1799,test,noun,"examination, exam,",,,https://en.wiktionary.org/wiki/test
1800,słońca,,,,,https://en.wiktionary.org/wiki/s%C5%82o%C5%84ca
1801,xvid,,,,,https://en.wiktionary.org/wiki/xvid
1802,uwagi,noun,,,,https://en.wiktionary.org/wiki/uwagi
1803,Andy,,,,,https://en.wiktionary.org/wiki/Andy
1804,zmieni,verb,,,,https://en.wiktionary.org/wiki/zmieni
